185, 128.5, 159
186, 128.5, 160.5
187, 128, 161.5
188, 128, 162
189, 127, 163
190, 127, 164
191, 127, 165
192, 126.5, 166
193, 126.5, 167
194, 126.5, 169
195, 126, 169.5
196, 126, 170.5
197, 125.5, 172
198, 125, 173
199, 125, 174
200, 124.5, 174.5
201, 124, 175.5
202, 124, 177
203, 124, 178
204, 123, 179
205, 123, 180
206, 122.5, 181
207, 122.5, 181.5
208, 122, 183
209, 121, 183
210, 121, 184.5
211, 121, 186
212, 121, 187
213, 121, 188.5
214, 120.5, 189
215, 120, 190.5
216, 120, 191
217, 120, 192.5
218, 119.5,193.5
219, 119, 194
220, 119, 195.5
221, 118.5, 197
222, 118.5, 197
223, NaN, NaN
224, NaN, NaN
225, NaN, NaN
226, NaN, NaN
227, NaN, NaN
228, NaN, NaN
229, NaN, NaN
230, NaN, NaN
231, NaN, NaN
232, NaN, NaN
233, 115, 209.5
234, 114.5, 210.5
235, 114.5, 211.5
236, 114.5, 212.5
237, 114, 214
238, 114, 214.5
239, 114, 216
240, 113, 216.5
241, 113, 218
242, 112.5, 218.5
243, 112.5, 219.5
244, 112, 221
245, 112, 222
246, 111.5, 222.5
247, 111.5, 223.5
248, 111, 225
249, 110.5, 226.5
250, 110, 227
251, 110, 228
252, 110, 229
253, 110, 230
254, 109, 231
255, 109, 232
256, 108.5, 233.5
257, 108.5, 234.5
258, 108.5, 235.5
259, 108.5, 236.5
260, 108.5, 237.5
261, 108.5, 238.5
262, 109, 239.5
263, 109.5, 240.5
264, 109.5, 241.5
265, 109.5, 242.5
266, 110, 243
267, 110.5, 244.5
268, 110.5, 245.5
269, 110.5, 246.5
270, 111, 247
271, 111.5, 248.5
272, 111.5, 249.5
273, 112, 250.5
274, 112.5, 251.5
275, 112.5, 252.5
276, 112.5, 253.5
277, 113, 255
278, 113.5, 255.5
279, NaN, NaN
280, NaN, NaN
281, NaN, NaN
282, NaN, NaN
283, NaN, NaN
284, NaN, NaN
285, NaN, NaN
286, NaN, NaN
287, NaN, NaN
288, NaN, NaN
289, NaN, NaN
280, NaN, NaN
291, NaN, NaN
292, NaN, NaN
293, NaN, NaN
294, NaN, NaN
295, NaN, NaN
296, NaN, NaN
297, NaN, NaN
298, NaN, NaN
299, NaN, NaN
300, NaN, NaN
301, NaN, NaN
302, NaN, NaN
303, NaN, NaN
304, NaN, NaN
305, NaN, NaN
306, NaN, NaN
307, NaN, NaN
308, NaN, NaN
309, NaN, NaN
310, NaN, NaN
311, NaN, NaN
312, NaN, NaN
313, NaN, NaN
314, NaN, NaN
315, NaN, NaN
316, NaN, NaN
317, NaN, NaN
318, NaN, NaN
319, NaN, NaN
320, NaN, NaN
321, NaN, NaN
322, NaN, NaN
323, NaN, NaN
324, NaN, NaN
325, NaN, NaN
326, NaN, NaN
327, NaN, NaN
328, NaN, NaN
329, NaN, NaN
330, NaN, NaN
331, NaN, NaN
332, NaN, NaN
333, NaN, NaN
334, NaN, NaN
335, NaN, NaN
336, NaN, NaN
337, NaN, NaN
338, NaN, NaN
339, NaN, NaN
340, NaN, NaN
341, NaN, NaN
342, NaN, NaN
343, NaN, NaN
344, NaN, NaN
345, NaN, NaN
346, NaN, NaN
347, NaN, NaN
348, NaN, NaN
349, NaN, NaN
350, NaN, NaN
351, NaN, NaN
352, NaN, NaN
353, NaN, NaN
